shipment_mass_release,shipment_status,shipment_pro,shipment_equipment_type_code,shipment_customer_ref_num,shipment_load_description,revenue_type_rev_type,customer name,carrier name,shipment_customer_total_rates,shipment_carrier_total_rates,shipment_gross_profit,shipment_net_margin,pick_stop_1_name,pickup,pick_stop_last_name,consignee,sales rep name,dispatcher assgn name,shipment_created_at,shipment_miles_truck,shipment_miles_customer,pick_stop_1_ready_or_deliver_date,pick_stop_1_location_zip,pick_stop_last_location_zip
false,RELEASED,12348,FTL,199962612,POD RCVD - FAK,B,BATORY FOODS,PYH EXPRESS INC,945.25,600.0,345.25,0.3652,DYNAMICS 3PL,"WILMINGTON, IL",BELL,"WINDSOR, WI",RYNE BANDOLIK,arciev1,2025-12-23 19:16:00 UTC,172,189,01/05/26,60481,53598
true,RELEASED,12367,FTL,199931809,POD RCVD - PALLETS,B,BATORY FOODS,PYH EXPRESS INC,782.05,500.0,282.05,0.3607,BATORY FOODS WILMINGTON,"WILMINGTON, IL",LEGACY BAKEHOUSE,"WAUKESHA, WI",RYNE BANDOLIK,arciev1,2025-12-29 20:40:00 UTC,134,149,01/05/26,60481,53186
false,RELEASED,12369,TL,199178881,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,620.12,0.0,620.12,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2025-12-30 15:23:00 UTC,93,102,01/06/26,60609,53151
false,RELEASED,12370,FTL,199785967,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,644.6,0.0,644.6,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2025-12-30 15:28:00 UTC,89,94,01/13/26,60609,53215
false,RELEASED,12371,FTL,199859898,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,766.2,0.0,766.2,1.0,BATORY FOODS WILMINGTON,"WILMINGTON, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2025-12-30 15:42:00 UTC,126,132,01/12/26,60481,53215
false,RELEASED,12372,FTL,199930056,POD RCVD - PALLETS,B,BATORY FOODS,PYH EXPRESS INC,847.9,525.0,322.9,0.3808,BATORY FOODS WILMINGTON,"WILMINGTON, IL",JENEIL BIOTECH INC.,"SAUKVILLE, WI",RYNE BANDOLIK,arciev1,2025-12-30 15:50:00 UTC,156,159,01/06/26,60481,53080
false,RELEASED,12373,FTL,199930128,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,644.6,0.0,644.6,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2025-12-30 15:55:00 UTC,89,94,01/12/26,60609,53215
false,RELEASED,12374,FTL,199931316,POD RCVD - PALLETS,B,BATORY FOODS,"ROADREADY TRANSFER SERVICE, IN",1101.15,800.0,301.15,0.2735,BATORY FOODS WILMINGTON,"WILMINGTON, IL",MAPLE ISLAND,"MEDFORD, WI",RYNE BANDOLIK,arciev1,2025-12-30 16:00:00 UTC,336,364,01/05/26,60481,54451
false,RELEASED,12375,FTL,199754084,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,644.6,0.0,644.6,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2025-12-30 16:03:00 UTC,89,94,01/12/26,60609,53215
false,RELEASED,12376,TL,199821980,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2025-12-30 16:05:00 UTC,93,102,01/14/26,60609,53151
false,RELEASED,12377,FTL,43473594,POD RCVD - TOTES,B,"DANISCO US, INC.",JT FREIGHT INC,2750.0,2300.0,450.0,0.1636,IFF - GENECOR,"BELOIT, WI","CARDINAL COLWICH, LLC","COLWICH, KS",RYNE BANDOLIK,,2025-12-30 16:14:00 UTC,682,705,01/05/26,53511,67030
false,RELEASED,12378,FTL,199831850,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,644.6,0.0,644.6,1.0,RYDER SYSTEMS,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2025-12-30 16:17:00 UTC,101,107,01/15/26,60628,53215
false,RELEASED,12379,FTL,199932993,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-RYERSON,"NEW BERLIN, WI",IVAN CARTAGE CO,,2025-12-30 16:19:00 UTC,93,102,01/15/26,60609,53151
false,RELEASED,12380,FTL,199785968,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,644.6,0.0,644.6,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2025-12-30 16:21:00 UTC,89,94,01/16/26,60609,53215
false,RELEASED,12381,FTL,199822234,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-RYERSON,"NEW BERLIN, WI",IVAN CARTAGE CO,,2025-12-30 16:23:00 UTC,93,102,01/19/26,60609,53151
false,RELEASED,12382,TL,199933036,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,647.3,0.0,647.3,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",DENALI-CALHOUN,"NEW BERLIN, WI",IVAN CARTAGE CO,arciev1,2025-12-30 16:25:00 UTC,93,102,01/19/26,60609,53151
true,RELEASED,12383,FTL,FR-108200,POD RCVD - FAK,B,THE ROYAL GROUP,PYH EXPRESS INC,795.0,625.0,170.0,0.2138,THE ROYAL GROUP,"CICERO, IL",PROCON-LITTLE CHUTE,"LITTLE CHUTE, WI",RYNE BANDOLIK,arciev1,2025-12-30 22:06:00 UTC,190,207,01/05/26,60804,54140
false,RELEASED,12384,FTL,FR-108219-1,POD RCVD - FAK,B,THE ROYAL GROUP,GMG EXPRESS INC,1195.0,1050.0,145.0,0.1213,TRG WAREHOUSE,"CICERO, IL",GRAPHIC PACKAGING NEWTON PLANT,"NEWTON, IA",RYNE BANDOLIK,arciev1,2025-12-31 01:26:00 UTC,291,297,01/06/26,60804,50208
false,RELEASED,12385,FTL,FR-108219-2,POD RCVD - FAK,B,THE ROYAL GROUP,BK DELIVERY EXPRESS INC,1195.0,1000.0,195.0,0.1632,TRG WAREHOUSE,"CICERO, IL",GRAPHIC PACKAGING NEWTON PLANT,"NEWTON, IA",RYNE BANDOLIK,arciev1,2025-12-31 01:26:00 UTC,291,297,01/06/26,60804,50208
false,RELEASED,12389,FTL,5377537 ,POD RCVD - FAK,I,LANDSTAR TRANSPORTATION,IVAN CARTAGE CO,150.0,0.0,150.0,1.0,Alliance Ground,"ELK GROVE VILLAGE, IL",BWAY CORPORATION,"CHICAGO, IL",RUBEN VARGAS,,2026-01-05 16:12:33 UTC,31,31,01/02/26,60007,60632
false,RELEASED,12391,FTL,200268090,POD RCVD - PALLETS,B,BATORY FOODS,ROHI TRUCKING LLC,1038.3,900.0,138.3,0.1332,ARDENT MILLS,"ALTON, IL",PHELPS INDUSTRIES,"JANESVILLE, WI",RYNE BANDOLIK,arciev1,2026-01-05 19:26:00 UTC,306,311,01/06/26,62002,53546
true,RELEASED,12392,R,4502591968,POD RCVD - TOTES,B,"DANISCO US, INC.",CRICKET ENTERPRISES LLC,850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS -WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-05 19:45:25 UTC,216,216,01/07/26,53511,52404
true,RELEASED,12393,R,4502592343,POD RCVD - TOTES,B,"DANISCO US, INC.",CRICKET ENTERPRISES LLC,850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-05 19:48:00 UTC,160,162,01/07/26,53511,52404
true,RELEASED,12396,FTL,FR-108221,FAK,B,THE ROYAL GROUP,RAG TRANSPORT INC,795.0,575.0,220.0,0.2767,THE ROYAL GROUP,"CICERO, IL",PROCON-LITTLE CHUTE,"LITTLE CHUTE, WI",RYNE BANDOLIK,arciev1,2026-01-05 22:30:00 UTC,190,207,01/06/26,60804,54140
false,RELEASED,12397,LTL, FR-406015,POD RCVD - FAK,B,THE ROYAL GROUP,MERRILL LOGISTICS LLC,625.0,425.0,200.0,0.32,THE ROYAL GROUP,"ADDISON, IL",DXL 3PL LLC BROWNSBURG,"BROWNSBURG, IN",RYNE BANDOLIK,arciev1,2026-01-06 14:22:00 UTC,192,192,01/07/26,60101,46112
true,RELEASED,12398,TL,13923,POD RCVD - PALLET,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,721.87,0.0,721.87,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",CEDAR CREST ICE CREAM,"MANITOWOC, WI",IVAN CARTAGE CO,arciev1,2026-01-06 16:46:06 UTC,137,137,01/05/26,60060,54220
true,RELEASED,12399,R,4502591969,POD RCVD - TOTES,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - CEDAR RAPIDS,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-06 17:17:00 UTC,160,162,01/08/26,53511,52404
true,RELEASED,12400,LTL,FR-406038,POD RCVD - FAK,B,THE ROYAL GROUP,ECHO GLOBAL LOGISTICS,995.0,234.8,760.2,0.764,THE ROYAL GROUP,"ADDISON, IL","XYLEM INC, APPLIED WASTE SUITE 107","SOUTHAVEN, MS",RYNE BANDOLIK,arciev1,2026-01-06 20:17:27 UTC,553,553,01/07/26,60101,38671
true,RELEASED,12401,TL,7399,POD RCVD - DRUMS,B,BURKE CANDY,PYH EXPRESS INC,575.0,450.0,125.0,0.2174,MAUSER PACKAGING,"CHICAGO, IL",BURKE CANDY,"MILWAUKEE, WI",RYNE BANDOLIK,rominac1,2026-01-06 21:05:55 UTC,88,91,01/08/26,60651,53212
true,RELEASED,12402,FTL,FR-108250,POD RCVD - FAK,B,THE ROYAL GROUP,BK DELIVERY EXPRESS INC,1395.0,1000.0,395.0,0.2832,TRG WAREHOUSE,"CICERO, IL",GRAPHIC PACKAGING NEWTON PLANT,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-01-07 14:50:24 UTC,297,297,01/07/26,60804,50208
false,RELEASED,12405,STRA,FR-406041,POD RCVD - FAK,B,THE ROYAL GROUP,JOAQUIN SOLANO,1195.0,600.0,595.0,0.4979,THE ROYAL GROUP ADDISON,"ADDISON, IL",DXL 3PL LLC BROWNSBURG,"BROWNSBURG, IN",RYNE BANDOLIK,,2026-01-07 17:50:00 UTC,188,192,01/08/26,60101,46112
false,RELEASED,12406,FTL,FR-108288-1,POD RCVD - FAK,B,THE ROYAL GROUP,CRICKET ENTERPRISES LLC,1550.0,1240.0,310.0,0.2,TRG WAREHOUSE,"CICERO, IL",GRAPHIC PACKAGING NEWTON PLANT,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-01-07 18:00:00 UTC,291,297,01/08/26,60804,50208
true,RELEASED,12407,R,4502592840,POD RCVD - TOTES,B,"DANISCO US, INC.","MATT HENNINGS TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-07 18:15:00 UTC,160,162,01/12/26,53511,52404
false,RELEASED,12416,FTL,FR-108288-2,POD RCVD - FAK,B,THE ROYAL GROUP,N T SOLUTIONS INC,1450.0,1300.0,150.0,0.1034,TRG WAREHOUSE,"CICERO, IL",GRAPHIC PACKAGING NEWTON PLANT,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-01-07 23:29:00 UTC,291,297,01/08/26,60804,50208
false,RELEASED,12417,CRGO,60112816934,POD RCVD - FAK,I,PRIORITY 1 INC,IVAN CARTAGE CO,150.0,0.0,150.0,1.0,WH,"NAPERVILLE, IL",,"CICERO, IL",RUBEN VARGAS,,2026-01-07 23:42:24 UTC,27,27,01/06/26,60540,60804
true,RELEASED,12418,FTL,4502593383,TOTES,B,"DANISCO US, INC.","HUGHES TRUCKING, INC.",850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-08 18:36:00 UTC,160,162,01/13/26,53511,52404
false,RELEASED,12420,V,FR-406061,POD RCVD - FAK,B,THE ROYAL GROUP,AVC GROUP INC,1250.0,800.0,450.0,0.36,THE ROYAL GROUP,"ADDISON, IL",CLASSIC MANUFACTURING,"BRAZIL, IN",RYNE BANDOLIK,arciev1,2026-01-08 20:07:00 UTC,198,251,01/08/26,60101,47834
false,RELEASED,12421,STRA,FR-406067,POD RCVD - FAK,B,THE ROYAL GROUP,GENESIS LOGISTICS LLC,995.0,450.0,545.0,0.5477,TRG WAREHOUSE,"ADDISON, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,,2026-01-08 22:07:00 UTC,282,291,01/08/26,60101,50208
false,RELEASED,12422,FTL,4020521-1,POD RCVD - FAK,I,ARMSTRONG TRANSPORT,IVAN CARTAGE CO,350.0,0.0,350.0,1.0,PAPER TIGER DOCUMENT SOLUTIONS,"GURNEE, IL",KONNECT RECEIVING,"HODGKINS, IL",IVAN CARTAGE CO,,2026-01-09 11:59:50 UTC,47,47,01/15/26,60031,60525
false,RELEASED,12425,FTL,0659925,POD RCVD - FAK,I,ESHIPPING LLC,IVAN CARTAGE CO,450.0,0.0,450.0,1.0,Rishi Tea,"MILWAUKEE, WI",205Bedford Park/Intelligentsia,"CHICAGO, IL",IVAN CARTAGE CO,,2026-01-09 12:32:43 UTC,107,107,01/07/26,53208,60638
false,RELEASED,12426,TL,,POD RCVD - PALLET,I,CARLYN DAIRY PRODUCTS,IVAN CARTAGE CO,234.93,0.0,234.93,1.0,CARLYN DAIRY PRODUCTS,"MUNDELEIN, IL",FURLANI FOODS,"OAK CREEK, WI",IVAN CARTAGE CO,arciev1,2026-01-09 12:51:02 UTC,50,50,01/07/26,60060,53154
false,RELEASED,12427,TL,200265218,POD RCVD - PALLET,I,BATORY FOODS,IVAN CARTAGE CO,872.28,0.0,872.28,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",HORSESHOE BEVERAGE,"NEENAH, WI",IVAN CARTAGE CO,arciev1,2026-01-09 12:54:08 UTC,194,194,01/08/26,60609,54956-4865
true,RELEASED,12428,V,C3773398,POD RCVD - FAK,B,MEREDITH OPERATIONS CORP,EMPIRE NATIONAL INC.,1712.5,1350.0,362.5,0.2117,QUAD GRAPHICS,"SUSEX, WI",BLOOMBERG BUSINESSWEEK,"NEW YORK, NY",RYNE BANDOLIK,arciev1,2026-01-09 12:57:00 UTC,899,916,01/16/26,53089,10022
true,RELEASED,12429,LTL,FR-406071,POD RCVD - FAK,B,THE ROYAL GROUP,ECHO GLOBAL LOGISTICS,1250.0,716.94,533.06,0.4264,THE ROYAL GROUP,"ADDISON, IL",IBC MANUFACTURING,"MEMPHIS, TN",RYNE BANDOLIK,arciev1,2026-01-09 14:16:47 UTC,553,553,01/09/26,60101,38109
false,RELEASED,12430,FTL,FR-108340,POD RCVD - FAK,B,THE ROYAL GROUP,CRICKET ENTERPRISES LLC,1500.0,1300.0,200.0,0.1333,TRG WAREHOUSE,"CICERO, IL",GRAPHIC PACKAGING NEWTON PLANT,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-01-09 15:14:00 UTC,291,297,01/12/26,60804,50208
false,RELEASED,12431,CRGO,FR-406088,POD RCVD - FAK,B,THE ROYAL GROUP,CNU LOGISTICS,2200.0,1300.0,900.0,0.4091,THE ROYAL GROUP,"ADDISON, IL",IBC MANUFACTURING,"LAKELAND, FL",RYNE BANDOLIK,arciev1,2026-01-09 19:41:00 UTC,1133,1178,01/09/26,60101,33810
false,RELEASED,12432,FTL,200456819,POD RCVD - PALLETS,B,BATORY FOODS,PYH EXPRESS INC,650.78,500.0,150.78,0.2317,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",PHELPS,"JANESVILLE, WI",RYNE BANDOLIK,arciev1,2026-01-09 20:32:08 UTC,113,113,01/09/26,60609,53546
false,RELEASED,12433,FTL,279898,POD RCVD - FAK,I,"HEARTLAND LOGISTICS GROUP, LLC",IVAN CARTAGE CO,400.0,0.0,400.0,1.0,Waukesha Lime & Ston,"WAUKESHA, WI",The Scotts Company a,"CHANNAHON, IL",IVAN CARTAGE CO,,2026-01-09 20:48:34 UTC,142,142,01/06/26,53188,60410
true,RELEASED,12434,FTL,FR-108340-2,POD RCVD - FAK,B,THE ROYAL GROUP,GMG EXPRESS INC,1500.0,1300.0,200.0,0.1333,TRG WAREHOUSE,"CICERO, IL",GRAPHIC PACKAGING NEWT,"NEWTON, IA",RYNE BANDOLIK,arciev1,2026-01-09 22:15:00 UTC,291,297,01/12/26,60804,50208
false,RELEASED,12437,FTL,200277970,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,762.12,0.0,762.12,1.0,BATORY FOODS WILMINGTON,"WILMINGTON, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2026-01-10 21:35:11 UTC,135,135,01/06/26,60481,53215
false,RELEASED,12438,FTL,,POD RCVD - PALLETS,I,BULK SYSTEMS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,ROJAC,"UNION GROVE, WI",BULK SYSTEMS,"HAMPSHIRE, IL",IVAN CARTAGE CO,,2026-01-10 21:38:15 UTC,95,95,01/07/26,53182,60140
false,RELEASED,12439,TL,200523142,POD RCVD - SKIDS,I,BATORY FOODS,IVAN CARTAGE CO,496.84,0.0,496.84,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",OLDS PRODUCTS,"PLEASANT PRAIRIE, WI",IVAN CARTAGE CO,,2026-01-10 21:46:37 UTC,63,63,01/09/26,60609,53158
false,RELEASED,12440,FTL,1444,POD RCVD - FAK,I,EMI GROUP INC,IVAN CARTAGE CO,350.0,0.0,350.0,1.0,Elite Energy Distribution,"BROOKFIELD, WI",CREATIVE METALS GROUP,"CHICAGO, IL",IVAN CARTAGE CO,arciev1,2026-01-11 18:51:28 UTC,115,115,01/05/26,53005,60632
false,RELEASED,12441,FTL,1445,POD RCVD - FAK,I,EMI GROUP INC,IVAN CARTAGE CO,350.0,0.0,350.0,1.0,Elite Energy Distribution,"BROOKFIELD, WI",CREATIVE METALS GROUP,"CHICAGO, IL",IVAN CARTAGE CO,arciev1,2026-01-11 18:53:49 UTC,115,115,01/06/26,53005,60632
false,RELEASED,12442,FTL,E724834,POD RCVD - FAK,I,EVEREST TRANSPORTATION SYSTEMS,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,Bish Creative Display,"LAKE ZURICH, IL",IMS / FASTPACK,"KENOSHA, WI",RUBEN VARGAS,,2026-01-12 13:05:46 UTC,46,46,01/07/26,60047-6714,53144
false,RELEASED,12443,FTL,35091630,POD RCVD - FAK,I,TOTAL QUALITY LOGISTICS,IVAN CARTAGE CO,500.0,0.0,500.0,1.0,PU,"OAK CREEK, WI","","BOLINGBROOK, IL",IVAN CARTAGE CO,arciev1,2026-01-12 13:14:54 UTC,97,97,01/05/26,53154,60440
false,RELEASED,12444,FTL,127114107,POD RCVD - FAK,I,WHEELHOUSE LOGISTICS,IVAN CARTAGE CO,575.0,0.0,575.0,1.0,SELLARS ABSORBENT MATERIALS INC,"MILWAUKEE, WI",WCD - Minooka,"MINOOKA, IL",IVAN CARTAGE CO,,2026-01-12 13:22:24 UTC,152,152,01/12/26,53223,60447
false,RELEASED,12445,FTL,370205,POD RCVD,I,ROEHL LOGISTICS,IVAN CARTAGE CO,490.0,0.0,490.0,1.0,WISCONSIN RDC,"FRANKSVILLE, WI",OSI INTL FOODS LTD,"CHICAGO, IL",IVAN CARTAGE CO,arciev1,2026-01-12 13:24:50 UTC,81,81,01/12/26,53126,60609-3384
false,RELEASED,12446,FTL,200271895,POD RCVD - FAK,I,BATORY FOODS,IVAN CARTAGE CO,995.12,0.0,995.12,1.0,"KENCO LOGISTIC SERVICES, LLC","SHOREWOOD, IL",HOLMEN CHEESE LLC,"HOLMEN, WI",IVAN CARTAGE CO,,2026-01-12 13:43:17 UTC,302,302,01/08/26,60404,54636
false,RELEASED,12447,LTL,FR-406094,POD RCVD - FAK,B,THE ROYAL GROUP,ECHO GLOBAL LOGISTICS,995.0,211.76,783.24,0.7872,TRG WAREHOUSE,"ADDISON, IL",GPI NEWTON,"NEWTON, IA",RYNE BANDOLIK,,2026-01-12 13:54:21 UTC,291,291,01/12/26,60101,50208
true,RELEASED,12448,V,U3089,POD RCVD - Dunnage Return - so scale tix,B,AG POLYMERS,KOLEV ENTERPRISE INC,445.0,400.0,45.0,0.1011,CU PLASTICS,"ROCHELLE, IL",Logo Van Dyke,"PLAINFIELD, IL",PERLA LOPEZ,,2026-01-12 15:17:47 UTC,62,62,01/13/26,61068,60544
true,RELEASED,12449,STRA,FR-108353,FAK,B,THE ROYAL GROUP,PRECISE TRUCKING LLC,795.0,500.0,295.0,0.3711,TRG WAREHOUSE,"CICERO, IL",OLD WISCONSIN,"SHEBOYGAN, WI",RYNE BANDOLIK,arciev1,2026-01-12 16:27:00 UTC,144,153,01/12/26,60804,53083
true,RELEASED,12450,V,R46291,scale tickets required,B,AG POLYMERS,KOLEV ENTERPRISE INC,485.0,400.0,85.0,0.1753,Logo Van Dyke,"PLAINFIELD, IL",CU PLASTICS,"ROCHELLE, IL",PERLA LOPEZ,,2026-01-12 17:02:19 UTC,62,62,01/14/26,60544,61068
true,RELEASED,12451,V,R45265,no scale tx needed,B,AG POLYMERS,JHR TRANSPORTATION INC,545.0,500.0,45.0,0.0826,Logo Van Dyke,"PLAINFIELD, IL",CU PLASTICS,"ROCHELLE, IL",PERLA LOPEZ,,2026-01-12 17:02:47 UTC,62,62,01/14/26,60544,61068
false,RELEASED,12452,FTL,FR-406093,POD RCVD - FAK,B,THE ROYAL GROUP,MS TRANS INC,950.0,800.0,150.0,0.1579,TRG WAREHOUSE,"ADDISON, IL",FMC CORP-WYOMING PLANT,"WYOMING, IL",RYNE BANDOLIK,,2026-01-12 18:16:36 UTC,152,152,01/12/26,60101,61491
true,RELEASED,12453,FTL,4502594344,POD RCVD - TOTES,B,"DANISCO US, INC.",CRICKET ENTERPRISES LLC,850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-12 18:36:00 UTC,160,162,01/14/26,53511,52404
true,RELEASED,12454,FTL,4502594346,POD RCVD - TOTES,B,"DANISCO US, INC.",ELGON LOGISTICS LLC,850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-12 18:36:00 UTC,160,162,01/14/26,53511,52404
true,RELEASED,12455,V,S29918,"scales attached, do not pay carrier",B,AG POLYMERS,KMS TRANS INC,1440.0,1300.0,140.0,0.0972,CONRI,"WIND GAP, PA",CLOVER ,"WEST CHICAGO, IL",PERLA LOPEZ,,2026-01-12 19:08:45 UTC,765,765,01/16/26,18091,60185
false,RELEASED,12456,FTL,FR-406109,POD RCVD - UNITS,B,THE ROYAL GROUP,VENUS TRUCKING INC,1250.0,850.0,400.0,0.32,TRG WAREHOUSE,"ADDISON, IL",DXL 3PL LLC BROWNSBURG,"BROWNSBURG, IN",RYNE BANDOLIK,,2026-01-12 20:23:00 UTC,188,192,01/12/26,60101,46112
false,RELEASED,12457,FTL,200268118,POD RCVD - PALLETS,I,BATORY FOODS,IVAN CARTAGE CO,641.96,0.0,641.96,1.0,BATORY'S OAKLEY CHICAGO,"CHICAGO, IL",THE MASTERSON CO,"MILWAUKEE, WI",IVAN CARTAGE CO,arciev1,2026-01-13 12:54:37 UTC,95,95,01/09/26,60609,53215
false,RELEASED,12458,FTL,1557560,POD RCVD - BREATHABLE BODY PADS,I,MERIT FREIGHT SYSTEMS,IVAN CARTAGE CO,700.0,0.0,700.0,1.0,R SABEE,"APPLETON, WI",AJR ENTERPRISES,"SAINT CHARLES, IL",IVAN CARTAGE CO,,2026-01-13 16:00:05 UTC,212,212,01/05/26,54914,60174-3427
false,RELEASED,12459,FTL,3441068,POD RCVD - FAK,I,NFI LOGISTICS LLC,IVAN CARTAGE CO,400.0,0.0,400.0,1.0,KNIGHT CHEMICALS LLC,"MILWAUKEE, WI",GLOBAL INDUSTRIAL DISTRIBUTION INC,"PLEASANT PRAIRIE, WI",IVAN CARTAGE CO,arciev1,2026-01-13 16:03:40 UTC,55,55,01/07/26,53223-3831,53158
false,RELEASED,12460,FTL,2054301,POD RCVD - FAK,I,WATCO SUPPLY CHAIN SERVICES,IVAN CARTAGE CO,450.0,0.0,450.0,1.0,Bluff Country Brine,"COON VALLEY, WI",ICI Foods,"VERONA, WI",IVAN CARTAGE CO,,2026-01-13 16:06:40 UTC,122,122,01/09/26,54623-9368,53593
false,RELEASED,12461,FTL,60112882740,POD RCVD - FAK,I,PRIORITY 1 INC,IVAN CARTAGE CO,150.0,0.0,150.0,1.0,Global Boxmachine LLC ,"GURNEE, IL",THE ROYAL GROUP - ADDISON,"ADDISON, IL",RUBEN VARGAS,arciev1,2026-01-13 16:10:42 UTC,42,42,01/12/26,60031,60101-4413
false,RELEASED,12462,FTL,E724824,POD RCVD - FAK,I,EVEREST TRANSPORTATION SYSTEMS,IVAN CARTAGE CO,300.0,0.0,300.0,1.0,Bish Creative/POP Manufacturing,"KENOSHA, WI",IMS / FASTPACK,"KENOSHA, WI",IVAN CARTAGE CO,,2026-01-13 16:13:41 UTC,2,2,01/09/26,53143-6954,53144
false,RELEASED,12463,FTL,127051563,POD RCVD - FAK,I,RGL SPECIALTY SERVICES LLC,IVAN CARTAGE CO,580.0,0.0,580.0,1.0,"CROWN CORK & SEAL USA, INC","OSHKOSH, WI",AA PALLET,"CHICAGO, IL",IVAN CARTAGE CO,,2026-01-13 16:17:28 UTC,183,183,01/08/26,54901,60609
false,RELEASED,12464,V,FR-406116,POD RCVD - UNITS,B,THE ROYAL GROUP,TEX-LA LOGISTICS INC,1250.0,2300.0,-1050.0,-0.84,YARD,"LYONS, IL",VOYANT BEAUTY,"ELKHART, IN",RYNE BANDOLIK,,2026-01-13 16:33:00 UTC,113,117,01/14/26,60534,46514
true,RELEASED,12465,FTL,4502594996,POD RCVD - TOTES,B,"DANISCO US, INC.",CRICKET ENTERPRISES LLC,850.0,800.0,50.0,0.0588,IFF - GENECOR,"BELOIT, WI",MRS - WORLEY WAREHOUSING,"CEDAR RAPIDS, IA",RYNE BANDOLIK,arciev1,2026-01-13 19:17:00 UTC,160,162,01/15/26,53511,52404
